telco,tenDoiTac,requestId,transIdVpay,ngayGd,ketQuaFinal,menhgia,chietkhau
Viettel,vimo,IMD-2021101509515498426181639,53748,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181640,53749,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181641,53750,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181642,53751,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181643,53752,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181644,53753,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181645,53754,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181646,53755,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181647,53756,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181648,53757,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181649,53758,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181650,53759,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181651,53760,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181652,53761,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181653,53762,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181654,53763,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181655,53764,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181656,53765,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181657,53766,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181658,53767,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181659,53768,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181660,53769,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181661,53770,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181662,53771,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181663,53772,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181664,53773,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181665,53774,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181666,53775,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181667,53776,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181668,53777,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181669,53778,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181670,53779,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181671,53780,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181672,53781,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181673,53782,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181674,53783,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181675,53784,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181676,53785,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181677,53786,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181678,53787,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181679,53788,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181680,53789,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181681,53790,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181682,53791,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181683,53792,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181684,53793,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181685,53794,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181686,53795,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181687,53796,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181688,53797,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181689,53798,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181690,53799,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181691,53800,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181692,53801,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181693,53802,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181694,53803,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181695,53804,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181696,53805,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498426181697,53806,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181698,53807,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498426181699,53808,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498502241700,53809,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498502241701,53810,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498502241702,53811,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498502241703,53812,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498502241704,53813,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509515498502241705,53814,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509515498502241706,53815,2022-03-06 04:34:50.497,A,20000,0.035
