telco,tenDoiTac,requestId,transIdVpay,ngayGd,ketQuaFinal,menhgia,chietkhau
ViettelData,IMEDIA_TEST,IMD-GOJEK-2021072314200344219050219,47714,2022-06-04 22:34:50.497,P,30000,0.056
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003442190,47716,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200344219,47717,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420034421,47718,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003442,47719,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200344,47720,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420034,47721,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003,47722,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420,47723,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142,47724,2022-03-06 04:34:50.497,A,20000,0.053
