telco,tenDoiTac,requestId,transIdVpay,ngayGd,ketQuaFinal,menhgia,chietkhau
ViettelData,IMEDIA_TEST,IMD-GOJEK-2021072314200344219050219,47714,2022-06-04 22:34:50.497,P,30000,0.056
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003442190,47716,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200344219,47717,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420034421,47718,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003442,47719,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200344,47720,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420034,47721,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142003,47722,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231420,47723,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723142,47724,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314,47725,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107231,47726,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210723,47727,2022-03-06 04:34:50.497,A,10000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072,47728,2022-03-06 04:34:50.497,A,10000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202107,47729,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-20210,47730,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-202,47731,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2022,47732,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2023,47733,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2024,47734,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2025,47735,2022-03-06 04:34:50.497,A,20000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343296680146,47736,2022-03-06 04:34:50.497,A,30000,0.053
Viettel,IMEDIA_TEST,IMD-GOJEK-2021072314200343296680147,47737,2022-03-06 04:34:50.497,A,30000,0.035
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343296680148,47738,2022-03-06 04:34:50.497,A,30000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343296680149,47739,2022-03-06 04:34:50.497,A,30000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343296680150,47740,2022-03-06 04:34:50.497,A,30000,0.053
Vinaphone,IMEDIA_TEST,IMD-GOJEK-2021072314200343372740151,47741,2022-03-06 04:34:50.497,A,30000,0.052
Viettel,IMEDIA_TEST,IMD-GOJEK-2021072314200343372740152,47742,2022-03-06 04:34:50.497,A,30000,0.035
Viettel,IMEDIA_TEST,IMD-GOJEK-2021072314200343372740153,47743,2022-03-06 04:34:50.497,A,30000,0.035
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343372740154,47744,2022-03-06 04:34:50.497,A,30000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072314200343344560155,47745,2022-03-06 04:34:50.497,A,30000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072609392682894130584,47746,2022-03-06 04:34:50.497,A,30000,0.053
Mobifone,IMEDIA_TEST,IMD-GOJEK-2021072609392682894130585,47747,2022-03-06 04:34:50.497,A,30000,0.053
