telco,tenDoiTac,requestId,transIdVpay,ngayGd,ketQuaFinal,menhgia,chietkhau
Viettel,vimo,IMD-2021101509513326776850646,52748,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850647,52749,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850648,52750,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509513326776850649,52751,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509513326776850650,52752,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850651,52753,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850652,52754,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850653,52755,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850654,52756,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850655,52757,2022-03-06 04:34:50.497,A,20000,0.035
Viettel,vimo,IMD-2021101509513326776850656,52758,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850657,52759,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850658,52760,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850659,52761,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850660,52762,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850661,52763,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850662,52764,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850663,52765,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850664,52766,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850665,52767,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850666,52768,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850667,52769,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850668,52770,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850669,52771,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850670,52772,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326776850671,52773,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170672,52774,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170673,52775,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170674,52776,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170675,52777,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170676,52778,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170677,52779,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170678,52780,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170679,52781,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170680,52782,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170681,52783,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170682,52784,2022-03-06 04:34:50.497,A,10000,0.035
Viettel,vimo,IMD-2021101509513326857170683,52785,2022-03-06 04:34:50.497,A,10000,0.035
